OCR Text,Ground Truth,Model Prediction,CER
"qi She had been in the service of his wife as a domestic qn servaut, but owing to an intimacy which had sprang en, -Up between- theme she left his house in the year o(t e 1881, and gave birth to a child.","She had been in the service of his wife as a domestic servant, but owing to an intimacy which had sprang up between them she left his house in the year of 1881, and gave birth to a child.",Fix OCR errors in the following text:,0.8716577540106952
"-Four young men, named Georgeg Shannos, Kingwefl, and M'VCarthy, were charged with feloniously wounding James Fairweather, with the intent to murder him.","-Four young men, named George, Shannon, Kingwell, and M'Carthy, were charged with feloniously wounding James Fairweather, with the intent to murder him.",Fix OCR errors in the following text:,0.8223684210526315
It is a source of unques- tionable pride to find my name placed side by side with the names of those who have won their free- dom by worth-by meen who have added lustre to the greatness of this vast empire.,It is a source of unquestionable pride to find my name placed side by side with the names of those who have won their freedom by worth-by men who have added lustre to the greatness of this vast empire.,Fix OCR errors in the following text:,0.8706467661691543
She gives sep heraweeds-l giye up mine.,"She gives up her weeds-I give up mine.""",Fix OCR errors in the following text:,0.8717948717948718
"Mary Davis, a lodger in the house, swore that Ann Cleveland bad on different occasions stated that the child would have 100 a-year settled on it, which, In the event of its death, must revert to herself.","Mary Davis, a lodger in the house, swore that Ann Cleveland had on different occasions stated that the child would have £100 a-year settled on it, which, in the event of its death, must revert to herself.",Fix OCR errors in the following text:,0.8627450980392157
"se'ent I up for that purpose, and called th4 teas He ten hrtly after a pistol was heard to g. psoffr, and on the tt proceeding to the room they, ofoundontheiyomg William Elgar lying on hisleff foundtheyoungma wol of blood.","He went up for that purpose, and called the prisoner, and shortly after a pistol was heard to go off, and on the inmates proceeding to the room they found the young man William Elgar lying on his left side with his head in a pool of blood.",Fix OCR errors in the following text:,0.8744769874476988
"She had the child with her, and was singing and dancing about.","She had the child with her, and was singing and dancing about.",Fix OCR errors in the following text:,0.7580645161290323
"Soon Uster thba she ':;Vcc o ,x-,t;arr ayone it a-,e abo:ut two months I tore SEhe Sacts fit'wd.","Soon after that she moved away, and it was about two months before she was found.",Fix OCR errors in the following text:,0.8148148148148148
"-Mr. Wrigall solicitor, deposed that he wrote to the defendant Jonas, when the claim Iws made for the amount, and informed hala that he considered it to be a fraud.","-Mr. Wrigall, solicitor, deposed that he wrote to the defendant Jonas, when the claim was made for the amount, and informed him that he considered it to be a fraud.",Fix OCR errors in the following text:,0.8414634146341463
-Jeohn BeIvtiss surrendered in discharge of his bail to answer an indictment charging hiim with maliciously wounding John Levi.,-John Bayliss surrendered in discharge of his bail to answer an indictment charging him with maliciously wounding John Levi.,Fix OCR errors in the following text:,0.8145161290322581
It appears ts have been forwarded by rail to M~argate.,It appears to have been forwarded by rail to Margate.,Fix OCR errors in the following text:,0.7924528301886793
-Heave you applied for it?,–Have you applied for it?,Fix OCR errors in the following text:,1.16
"He always gave re- ceipts,'and promised the policics of assurane in a days a fortnight, or, 'a month; bet they were never forthcoming.","He always gave receipts, and promised the policies of assurance in a day, a fortnight, or a month, but they were never forthcoming.",Fix OCR errors in the following text:,0.8396946564885496
"Jan. 6, at Upper Chapmuan-street, Coinrereal-road East,the wife of Mer. J. Clark, of a daughter.","Jan. 6, at Upper Chapman-street, Commercial-road East, the wife of Mr. J. Clark, of a daughter.",Fix OCR errors in the following text:,0.7894736842105263
"Sergeant White, the gaoler, said that the prisoner belonged to a very bad gang of men, and had beencharged several times,","Sergeant White, the gaoler, said that the prisoner belonged to a very bad gang of men, and had been charged several times.",Fix OCR errors in the following text:,0.8360655737704918
"There bad been unpleasantness, and1 the prisoner had said that lie intended doing ftr her and her husband.","There had been unpleasantness, and the prisoner had said that he intended doing for her and her husband.",Fix OCR errors in the following text:,0.8269230769230769
"The prisoner heard of it, and sent a, letter of excuse to the Lord Mayor'e-court office.","The prisoner heard of it, and sent a letter of excuse to the Lord Mayor's-court office.",Fix OCR errors in the following text:,0.7931034482758621
Mrs. Anne Woods said she was walking over the bridge and eaw the man lening ever the parapet.,Mrs. Anne Woods said she was walking over the bridge and saw the man leaning over the [] parapet.,Fix OCR errors in the following text:,0.7731958762886598
"Both the women were seen on WVrcnsday, and appeared to he aill right then.","Both the women were seen on Wednesday, and appeared to be all right then.",Fix OCR errors in the following text:,0.7534246575342466
"In eight minutes the procession moved towardsethe scaffold, led by Marwood, followed by the convict, on either side of whom walked a prison officer.","In eight minutes the procession moved towards the scaffold, led by Marwood, followed by the convict, on either side of whom walked a prison officer.",Fix OCR errors in the following text:,0.8378378378378378
"George Dove, a-nld in the employ of Mr. -Boreham, oi Colohester proved tlessle of a revolver on the 10th inst and beorrc Insm, a porter in the samne employ astief poieoerstatethat theprisoner showed him a pisto on the day before the niuraer,","George Dove, a lad in the employ of Mr. Boreham, of Colchester, proved the sale of a revolver on the 10th inst., and George Isom, a porter in the same employ as the prisoner, stated that the prisoner showed him a pistol on the day before the murder.",Fix OCR errors in the following text:,0.8875502008032129
"rhe coconer, in surmming up, said it Wxas qulitC cear that deceased bsed been sacrificeil for wvnt of propes at, tention.","The coroner, in summing up, said it was quite clear that deceased had been sacrificed for want of proper attention.",Fix OCR errors in the following text:,0.8260869565217391
DIscovERY OF ExPLosIvEs IN LoNDoN.,DISCOVERY OF EXPLOSIVES IN LONDON.,Fix OCR errors in the following text:,0.9117647058823529
"Suspect- ing two of several men, who have since been arrested, he made their acquaintance, and by the judicious use of free drinks he wormed himself into their con- fidence, and was enabled to effecb the following S ruse :-One of the suspected men possessed a valu-E able dog, to which he was very much attached.","Suspecting two of several men, who have since been arrested, he made their acquaintance, and by the judicious use of free drinks he wormed himself into their confidence, and was enabled to effect the following ruse: - One of the suspected men possessed a valuable dog, to which he was very much attached.",Fix OCR errors in the following text:,0.8914473684210527
"All, with their throats cut 1","All, with their throats cut!",Fix OCR errors in the following text:,1.0714285714285714
"Just before two o'clock his royal highness, dressed in a morning suil, with light grey troweers and gloves 'to match, entered the Council chamber at the Gujldhall, his coming being heralded with the usual ceremonies.","Just before two o'clock his royal highness, dressed in a morning suit, with light grey trousers and gloves to match, entered the Council chamber at the Guildhall, his coming being heralded with the usual ceremonies.",Fix OCR errors in the following text:,0.8651162790697674
"When I got out again I saw an artilleryman, who is not here with the other prisoners, strike the detective, and knock him down.","When I got out again I saw an artilleryman, who is not here with the other prisoners, strike the detective, and knock him down.",Fix OCR errors in the following text:,0.8346456692913385
Prisoner had seine coeeversatiou with his wife acd enuicavoured to induice her so live with hill again.,Prisoner had some conversation with his wife and endeavoured to induce her to live with him again.,Fix OCR errors in the following text:,0.7755102040816326
"Daepising steady worl ', and not ashamed to steal, yon talk of sympathy and fi ooneern for the unemployed.","Despising steady work, and not ashamed to steal, you talk of sympathy and concern for the unemployed.",Fix OCR errors in the following text:,0.8118811881188119
"- The coroner remarked that they could not carry the case any further, and after some little discussion the jury returned au open verdict of ""Found drowned.""","The coroner remarked that they could not carry the case any further, and after some little discussion the jury returned an open verdict of ""Found drowned.""",Fix OCR errors in the following text:,0.832258064516129
"I THE SHOCKING MURDER IN SUFFOLK.,",THE SHOCKING MURDER IN SUFFOLK.,Fix OCR errors in the following text:,0.967741935483871
"The Rev. Mr. I'lroy counselled his flock from the altar on Sun- day 'to remsih at home, and they' obeyed his wishes.","The Rev. Mr. M'Ilroy counselled his flock from the altar on Sunday to remain at home, and they obeyed his wishes.",Fix OCR errors in the following text:,0.8230088495575221
He appeared quite overibelted.,He appeared quite overwhelmed.,Fix OCR errors in the following text:,0.9
"In answer to Mr. De Ratzen, he said he din took a room as she had stated.","In answer to Mr. De Rutzen, he said he took a room as she had stated.",Fix OCR errors in the following text:,0.7681159420289855
"It struck him that her. mind was at breaking down, and he told her to inform her husband I se that he wished to see him.","It struck him that her mind was breaking down, and he told her to inform her husband that he wished to see him.",Fix OCR errors in the following text:,0.8018018018018018
The company had in consequence determined to prosecute in every case.,The company had in consequence determined to prosecute in every case.,Fix OCR errors in the following text:,0.782608695652174
"In a mi- nute or two the other girl, who bad not risen, heard a scuffle on the stairs, and cries of "" Marder !""","In a minute or two the other girl, who had not risen, heard a scuffle on the stairs, and cries of ""Murder!""",Fix OCR errors in the following text:,0.8037383177570093
"The poor girl had rushed into the room, ex- claiming, ""Master, he has murdered me; I mast die ;"" having repeated which two or three times, she fell down dead.","The poor girl had rushed into the room, exclaiming, ""Master, he has murdered me; I must die;"" having repented which two or three times, she fell down dead.",Fix OCR errors in the following text:,0.8451612903225807
"The idecesaseid gentlemrian was in sis 49th year, and was son of Mr. George Harley Drummond, of Stansmore.","The deceased gentleman was in his 49th year, and was son of Mr. George Harley Drummond, of Stanmore.",Fix OCR errors in the following text:,0.81
.Sn0ooQKIN ACOIDENt.,SHOOKING ACCIDENT.,Fix OCR errors in the following text:,1.6111111111111112
"ON Monday, at the Central Criminal Court, Mr. Henry William Pound, late managing director of a limited liability company, called Pound, Son, and Hatchings, now in liquidation, surrendered to take his trial for unlawfully obtaining timber of the value of �4,000, by false pretences.","ON Monday, at the Central Criminal Court, Mr. Henry William Pound, late managing director of a limited liability company, called Pound, Son, and Hutchings, now in liquidation, surrendered to take his trial for unlawfully obtaining timber of the value of £4,000, by false pretences.",Fix OCR errors in the following text:,0.8932384341637011
"He had heard the evidence adduced, but at the same time it was inpossible to deal with cases of this kind unless he treated them as most serious.","He had heard the evidence adduced, but at the same time it was impossible to deal with cases of this kind unless he treated them as most serious.",Fix OCR errors in the following text:,0.8551724137931035
I did go to sweep the crockeryware off the side.,I did go to sweep the crockery ware off the side.,Fix OCR errors in the following text:,0.7346938775510204
Afterwards her screams brought into the house several persons who were going to an adjacent mill to work.,Afterwards her screams brought into the house several persons who were going to an adjacent mill to work.,Fix OCR errors in the following text:,0.7523809523809524
"ak With regard to thel use of gunpowdler, it was provided e that it slsoslld only be ned(l in cartridges, and not 'l0 within threnp months after any icflaminable gpo had Y. been foond in the mine.","With regard to the use of gunpowder, it was provided that it should only be used in cartridges, and not within three months after any inflammable gas had been found in the mine.",Fix OCR errors in the following text:,0.8531073446327684
"ADAss STosE;'ag-d wenta lt'ouser, of Heath a and Reach, near Leighton Buzzard, was brought up at the Leighton Buzzard Police-court charged with I stabbing his father and mother.","ADAM STONE, aged twenty, a labourer, of Heath and Reach, near Leighton Buzzard, was brought up at the Leighton Buzzard Police-court charged with stabbing his father and mother.",Fix OCR errors in the following text:,0.8465909090909091
"It is the unaninmous opinion of the jury that the *general use of an automatic brake in all pas- hE senger trains is essential for the safety of the pc passengers, and that therefore the Government w ought as soon as possible to introduce a bill p compelling all railway companies to adopt this w form of brake.","It is the unanimous opinion of the jury that the general use of an automatic brake in all passenger trains is essential for the safety of the passengers, and that therefore the Government ought as soon as possible to introduce a bill compelling all railway companies to adopt this form of brake.",Fix OCR errors in the following text:,0.9016949152542373
"She ordered a pint of beer, and then sat dotin in a' bair by the prisoner, with whom she got into conversa- tion about Ireland.","She ordered a pint of beer, and then sat down in a chair by the prisoner, with whom she got into conversation about Ireland.",Fix OCR errors in the following text:,0.8145161290322581
"The wounall, whlo is lying in a, vary critical h1 cotdition, was visited on Friday night by tha magis- it tratas, who took her depositioUs in the presence of bl the prisoner.","The woman, who is lying in a very critical condition, was visited on Friday night by the magistrates, who took her depositions in the presence of the prisoner.",Fix OCR errors in the following text:,0.8490566037735849
The prisoner was able to offer four most substantial persons as bail to any araourt.,The prisoner was able to offer four most substantial persons as bail to any amount.,Fix OCR errors in the following text:,0.7831325301204819
"The lady had lived insteidd of dying-(laughter)-and the plaintiff had. ceased to pay the premiums, and brought his sctioin to recover back �22 odd, the amount he had paid.","The lady had lived instead of dying- (laughter) and the plaintiff had ceased to pay the premiums, and brought his action to recover back £22 odd, the amount he had paid.",Fix OCR errors in the following text:,0.8757396449704142
The child was merelylaid in ths sorapperbut not tied up.,"The child was merely laid in the wrapper, but not tied up.",Fix OCR errors in the following text:,0.7068965517241379
ROBBERY wIrr VZOLRNO-.,ROBBERY WITH VIOLENCE.,Fix OCR errors in the following text:,1.2272727272727273
"At the Central Crinminal court, on Wednesday, Louis Midsdn, 52, victtualler,'was ehargedwathtbe wilful murder of his 'wife, Bertha midson, by shooting leer in the parish of Harrow.","At the Central Criminal court, on Wednesday, Louis Midson, 52, victualler, was charged with the wilful murder of his wife, Bertha Midson, by shooting her in the parish of Harrow.",Fix OCR errors in the following text:,0.8539325842696629
"About nine o'clock a neighbour heard a child cry, and a noise in a hedge adjoining Greenway's premises,","About nine o'clock a neighbour heard a child cry, and a noise in a hedge adjoining Greenway's premises.",Fix OCR errors in the following text:,0.7766990291262136
"The ptesccutor, who was the President of a GerMan Relief association, had arranged for giving assistance to the female prisoner, and learning from her that she had some dogs for sale, he called by arrangement at a house in Bloomsbury on the 19th. of Jily.","The prosecutor, who was the President of a German Relief association, had arranged for giving assistance to the female prisoner, and learning from her that she had some dogs for sale, he called by arrangement at a house in Bloomsbury on the 19th of July.",Fix OCR errors in the following text:,0.8818897637795275
"fich inflanmiable -articles proved powerful auxiliaries in feeding the flames, and in less than seven minutes after the dis- covery immense sheets of fire rolled high' into the air.","Such inflammable articles proved powerful auxiliaries in feeding the flames, and in less than seven minutes after the discovery immense sheets of fire rolled high into the air.",Fix OCR errors in the following text:,0.8522727272727273
"On Thursday MosS Posner, 22, of short stature, the son of a master tailor, carrying on business in the High-street of Kensing- ton, surrendered to his bail at Hammer- smith polioe-court to answer the charge of being disorderly and assaulting Police-con- stable (Cotterell, 26 T R., by kicking him on the groin while in the execution of his duty.","On Thursday Moss Posner, 22, of short stature, the son of a master tailor, carrying on business in the High-street of Kensington, surrendered to his bail at Hammersmith police-court to answer the charge of being disorderly and assaulting Police-constable Cotterell, 26 T R., by kicking him on the groin while in the execution of his duty.",Fix OCR errors in the following text:,0.9023668639053254
"The event ereated great exbitement 'Rt the time, and althoUgh Inspector Outram; of :the Clty Police, succeeded in tracing one of the: notee -to Genoa, notbing more waa heard of the miesing .property until Tuesday.","The event created great excitement at the time, and although Inspector Outram, of the City, Police, succeeded in tracing one of the notes to Genoa, nothing more was heard of the missing property until Tuesday.",Fix OCR errors in the following text:,0.8755980861244019
"-Richard Coobe, engiae-rooni ge. arti6cer, serving on her llsjeety's ship Pembroke, was tried by court-martial on the flagship Northampton, at eve Nore, the other day, for striking his superior coficer.","-Richard Coobe, engine-rooms artificer, serving on her Majesty's ship Pembroke, was tried by court-martial on the flagship Northampton, at Nore, the other day, for striking his superior officer.",Fix OCR errors in the following text:,0.8608247422680413
"It was noticed that his s clothes were wet and his face muddy, and the wife e told him to ehange his clothes %rnd got into bed, ri which he did.","It was noticed that his clothes were wet and his face muddy, and the wife told him to change his clothes and got into bed, which he did.",Fix OCR errors in the following text:,0.8235294117647058
"With assistance I got him on the bed and remained with him till his death, which occurred about an hotue afterwards.","With assistance I got him on the bed and remained with him till his death, which occurred about an hour afterwards.",Fix OCR errors in the following text:,0.8260869565217391
"She made a statement, in which she said that wbile walking over London .bridgeherhusband keptpushing her, rand finally thrnst her under the wheel of a brewes dray.","She made a statement, in which she said that while walking over London-bridge her husband kept pushing her, and finally thrust her under the wheel of a brewer's dray.",Fix OCR errors in the following text:,0.8674698795180723
"' May 12th,. at Carsbaltoni the Rev. George Fredeilck )lark, rector of Ufton, Warwickshire, to Mary Ellen, roungeet iaughter of 1. K 1Randell, Esq., Carshalton.","May 12th, at Carshalton, the Rev. George Frederick Clark, rector of Ulton, Warwickshire, to Mary Ellen, youngest daughter of E. K. Rundell, Esq., Carshalton.",Fix OCR errors in the following text:,0.8471337579617835
"So far from doing no work she cleaned thirty-two spoons, eleven brass handles, and other things.","So far from doing no work she cleaned thirty-two spoons, eleven brass handles, and other things.",Fix OCR errors in the following text:,0.78125
- Mrs. Pittendreigh made several speeches. but ulti- -natelh the case wee dismissed.,"- Mrs. Pittendreigh made several speeches, but ultimately the case was dismissed.",Fix OCR errors in the following text:,0.8148148148148148
He should merely tender such eviderce as might be deemed necee5r for the granting of a remand.,He should merely tender such evidence as might be deemed necessary for the granting of a remand.,Fix OCR errors in the following text:,0.7916666666666666
-Mr. Newton declined to accept bail.,-Mr. Newton declined to accept bail.,Fix OCR errors in the following text:,0.8888888888888888
"On Thursday the Rev. Thomas Ferris, Castle Lyons, county Cork, was evicted from his residence, a small farm which he held on the estate of Mr. John WalkerPerrett.","On Thursday the Rev. Thomas Ferris, Castle Lyons, county Cork, was evicted from his residence, a small farm which he held on the estate of Mr. John Walker Perrett.",Fix OCR errors in the following text:,0.8404907975460123
"A gentlenmai complained to iirws that Iayne had oput her arms rounl his ;;.ch. and cat he could usot get rid ,t lie,","A gentleman complained to him that Rayne had put her arms round his neck, and that he could not get rid of her.",Fix OCR errors in the following text:,0.8018018018018018
"They were all committed for trial ai the assizes, on the charge of wilful mjurder.","They were all committed for trial at the assizes, on the charge of wilful murder.",Fix OCR errors in the following text:,0.7777777777777778
They made a presentment to the effect that the attention of the Government should be called to the great danger involved in allowing trains to be shunted upon the main a lines,They made a presentment to the effect that the attention of the Government should be called to the great danger involved in allowing trains to be shunted upon the main lines.,Fix OCR errors in the following text:,0.8505747126436781
"In order to show traders that they were not to enter into illegitimate speculation, incerring losses, and then enter into one or two legitimate speculations, for the purpose of comning to this court and being made free of all the debts, the Judgment of the court was that the certificate be suspended for twelve months, with protection from mouth to month.","In order to show traders that they were not to enter into illegitimate speculation, incurring losses, and then enter into one or two legitimate speculations, for the purpose of coming to this court and being made free of all the debts, the Judgment of the court was that the certificate be suspended for twelve months, with protection from month to month.",Fix OCR errors in the following text:,0.9098591549295775
"His lordship, in addressing the . grand jury, referred to the charge against George Rice, a- signalman, of causing the death of ten persons at Norton or Fitewarren, and said that it was undoubted that the e defendant had a duty to perform and did niot do it, and le that in consequence of his not doing so the lives of ten kg persons at least were sacrificed.","His lordship, in addressing the grand jury, referred to the charge against George Rice, signalman, of causing the death of ten persons at Norton Fitzwarren, and said that it was undoubted that the defendant had a duty to perform and did not do it, and that in consequence of his not doing so the lives of ten persons at least were sacrificed.",Fix OCR errors in the following text:,0.9122807017543859
He caught hold of Cox just as ho was about to strike a man with a life-preserver.,He caught hold of Cox just as he was about to strike a man with a life-preserver.,Fix OCR errors in the following text:,0.8148148148148148
"After a time be left the house, and information was given to the police.","After a time, he left the house, and information was given to the police.",Fix OCR errors in the following text:,0.7671232876712328
Muaatsa AT LxRWusaAcr.,MURDER AT LEWISHAM.,Fix OCR errors in the following text:,1.4736842105263157
"86thFoot-Lieutenant Richard Francis Holmes, from the 97th Foot, to be lieutenant, vice Dawes who'excbangee.","86th Foot–Lieutenant Richard Francis Holmes, from the 97th Foot, to be lieutenant, vice Dawes, who exchanges.",Fix OCR errors in the following text:,0.7889908256880734
DREADFUL TRlAGEDIES IN IRELAND,DREADFUL TRAGEDIES IN IRELAND.,Fix OCR errors in the following text:,1.0333333333333334
-The deputy-chairman therefore sentenced the prisoner to be imprisoned and kept to hard labour in the house of correction for six calendar months.,-The deputy-chairman therefore sentenced the prisoner to be imprisoned and kept to hard labour in the house of correction for six calendar months.,Fix OCR errors in the following text:,0.821917808219178
"I On W~ednesday, ~Megaiet. O'Grixdi, and Ellen O'Gre~y, mother and daughter, charged with being concerned in stealing a pair of diamond earrings and other articles of jewellery, of the value of 3101., the [property of Mr. Joseph Pake, jeweller, of New Bond- street, were again brought up at Marlborough-street police-court.","On Wednesday, Margaret O'Grady and Ellen O'Grady, mother and daughter, charged with being concerned in stealing a pair of diamond earrings and other articles of jewellery, of the value of 310l, the property of Mr. Joseph Pake, jeweller, of New Bond-street, were again brought up at Marlborough-street police-court.",Fix OCR errors in the following text:,0.9012738853503185
-Mr. Wonltner said ithat since the last examination every endeavour had been made to induce the principal witness' to leave' the country.,-Mr. Wontner said that since the last examination every endeavour had been made to induce the principal witness to leave the country.,Fix OCR errors in the following text:,0.8195488721804511
"The body we o nut idientilled adll the clry retllned a verdict of Found diroeinti.""","The body was not identified, and the jury returned a verdict of ""Found drowned.""",Fix OCR errors in the following text:,0.8125
"Jobnrsoi was then lying in the stern of the boat, and the lad Jacobs was plying the oars, when-probably owing to the darkness-the boat ran foul of a number of barges, and began to over- turn.","Johnson was then lying in the stern of the boat, and the lad Jacobs was plying the oars, when-probably owing to the darkness-the boat ran foul of a number of barges, and began to overturn.",Fix OCR errors in the following text:,0.8563829787234043
"He had no i sooner got up, hoevevr, than the deceased sprang, upon him.","He had no sooner got up, however, than the deceased sprang upon him.",Fix OCR errors in the following text:,0.7647058823529411
I did receive 'the ainount heforeeI gavethe bil asi a security.,I did receive the amount before I gave the bill as a security.,Fix OCR errors in the following text:,0.6935483870967742
Murray returned'to the Star and Garter:,Murray returned to the Star and Garter.,Fix OCR errors in the following text:,0.7435897435897436
"The number iider mention coutains no lees ig than sixteen illustrations, beautifully printed in chrome- r. lithograpby, and vwe can assure our little friends that h there is no magazine in the oiprkot more likely to take a their falny than "" Our Bubble,"" which we wish every 'success.","The number under mention contains no less than sixteen illustrations, beautifully printed in chromolithography, and we can assure our little friends that h there is no magazine in the market more likely to take their fancy than ""Our Bubble,"" which we wish every success.",Fix OCR errors in the following text:,0.8925925925925926
I did not. give. him any security.,I did not give him any security.,Fix OCR errors in the following text:,0.9375
"-The coroner produced the certificate signed 'by Mr. Gibson, the surgeon, and asked the witness whether that was the document sent with the deceased and' te other prisoners ?","- The coroner produced the certificate signed by Mr. Gibson, the surgeon, and asked the witness whether that was the document sent with the deceased and the other prisoners?",Fix OCR errors in the following text:,0.8497109826589595
"The prisoner told him that when he came home there wan no fire and they quar- relled, and he struck her and went out.","The prisoner told him that when he came home there was no fire and they quarrelled, and he struck her and went out.",Fix OCR errors in the following text:,0.8
"-MIrs. Smith: And you are really going to marry the widow after all; and, I bear, give up smoking.","–Mrs. Smith: And you are really going to marry the widow after all, and I hear, give up smoking.",Fix OCR errors in the following text:,0.8020833333333334
-IN Rn A. DANeaons.,-IN RE A. DANIELLS.,Fix OCR errors in the following text:,1.5263157894736843
She was quite dead.,She was quite dead.,Fix OCR errors in the following text:,1.5789473684210527
"- AT the Croydon Borough Police.boirt, John Joseph Leunard Cridland, a brewer's traveller, of Holnmwood- road, South- Norwood,'wBs summoned by Mies -Frances Hisecock, of Buxton-road, Croydon, who allegpd that he was the father of her child, and .asked thaehib might; be ordered to contribute towards its support.","AT the Croydon Borough Police-court, John Joseph Leonard Cridland, a brewer's traveller, of Holmwood-road, South Norwood, was summoned by Miss Frances Hiscock, of Buxton-road, Croydon, who alleged that he was the father of her child, and asked that he might be ordered to contribute towards its support.",Fix OCR errors in the following text:,0.9042904290429042
"The shaft dowa which the cage fell was 3,000 feet deep, and all the occupants of the cage were instantaneously killed.","The shaft down which the cage fell was 3,000 feet deep, and all the occupants of the cage were instantaneously killed.",Fix OCR errors in the following text:,0.8305084745762712
"Taylor admitted having bought a quantity of goods of Stanfield, and said he had sold a portion of them to a Mr. Schomberg, of the Sonthwarkbridge-road.","Taylor admitted having bought a quantity of goods of Stanfield, and said he had sold a portion of them to a Mr. Schomberg, of the Southwark bridge-road.",Fix OCR errors in the following text:,0.8486842105263158
"When his man entered the'toom I'he called out, """"He is a dead men, sir, "" and Chappell i, then unlocked the door and let witness in.","When his man entered the room he called out, ""He is a dead man, sir,"" and Chappell then unlocked the door and let witness in.",Fix OCR errors in the following text:,0.824
"The coroner concurred, and the court was, accord- ingly adjourned.","The coroner concurred, and the court was accordingly adjourned.",Fix OCR errors in the following text:,0.6984126984126984
"ON Monday, at the Westminster Police-court, Harold Clifton Baring, twenty-five, horsekeeper, was charged with being drank, disorderly, and assaulting Fox and Cooke, constables of the T Division.","ON Monday, at the Westminster Police-court, Harold Clifton Baring, twenty-five, horsekeeper, was charged with being drunk, disorderly, and assaulting Fox and Cooke, constables of the T Division.",Fix OCR errors in the following text:,0.865979381443299
"-W. Cotton, iowndes-sqnare, Rnightsbridge","–W. Cotton, Lowndes-square, Knightsbridge",Fix OCR errors in the following text:,0.8780487804878049
Mr. F. G. Graves said: I was the resident medical officer of the workhouse.,Mr. F. G. Graves said: I was the resident medical officer of the workhouse.,Fix OCR errors in the following text:,0.7733333333333333
Prisoner's defence was that he had been led into it by another man.,Prisoner's defence was that he had been led into it by another man.,Fix OCR errors in the following text:,0.7611940298507462
It was also-stated that sLorae was very much depressed previous to tle tragedy.,It was also stated that Osborne was very much depressed previous to the tragedy.,Fix OCR errors in the following text:,0.8
Upon making inquiries he was informed that his son had been seen to jump from Putney Bridge into the river Thames.,Upon making inquiries he was informed that his son had been seen to jump from Putney Bridge into the river Thames.,Fix OCR errors in the following text:,0.8157894736842105
"Mr. Mathews, on behalf of the prisoner, admitted that his client was not free from blame, in the lax- he might say the scandalous-manner in which the bodies of paupers bad been treated, but contended that no sale of the bodies for profit had been made out, and that Hogg, the undertaker, who had access to the dead-house, ought to be placed at the bar rather than his client.","Mr. Mathews, on behalf of the prisoner, admitted that his client was not free from blame, in the lax-he might say the scandalous-manner in which the bodies of paupers had been treated, but contended that no sale of the bodies for profit had been made out, and that Hogg, the undertaker, who had access to the dead-house, ought to be placed at the bar rather than his client.",Fix OCR errors in the following text:,0.9224598930481284
MARRIED.,MARRIED.,Fix OCR errors in the following text:,4.125
"GLoucEaava, Wednesday","GLOUCESTER, Wednesday.",Fix OCR errors in the following text:,1.4090909090909092
"About 11 o'clock on Saturday night I was in the Earl of Moira public-house, Shooter's-hill- road, and saw three artillerymen, including Duffy and Bishop, there.","About 11 o'clock on Saturday night I was in the Earl of Moira public-house, Shooter's-hill-road, and saw three artillerymen, including Duffy and Bishop, there.",Fix OCR errors in the following text:,0.8364779874213837
"Assistince was reldetred, and he was taken tortbie hospital, wheie it was found thi-at lie witsanfferi-ug from a woentd in the hreast, one a little lower down, and two cuts on the face.","Assistance was rendered, and he was taken to the hospital, where it was found that he was suffering from a wound in the breast, two little lower down, and a cuts on the face.",Fix OCR errors in the following text:,0.8505747126436781
"There seems, however, to be a strong feeling that there will be a reconsideration of the evidenco; and that a respite will be granted.","There seems, however, to be a strong feeling that there will be a reconsideration of the evidence; and that a respite will be granted.",Fix OCR errors in the following text:,0.8208955223880597
"The Cironer: I should have thought you woild have eoished hisi to call, as you pado' hi iout of youer owsn pocket.","The Coroner: I should have thought you would have wished him to call, as you paid him out of your own pocket.",Fix OCR errors in the following text:,0.8256880733944955
"He took the six qnires as directed, but having to go somewhere else he took 10 quire% (what were then left) into the Kiings and K~ey publichouse in Fleet' street, and left them there for Briggs.","He took the six quires as directed, but having to go somewhere else he took 10 quires (what were then left) into the Kings and Key publichouse in Fleet- street, and left them there for Briggs.",Fix OCR errors in the following text:,0.8645833333333334
'fle boo eomce t dcelver DSson. hel aru d1e I vwiohee one to konn that thors lo-a iloo~o'on,"He has come to deliver us from hell, and He wishes us to know that there is a heaven.",Fix OCR errors in the following text:,0.7764705882352941
The December sessions for crininal businessa were commenced on Monday at Clerkenwell..,"The December sessions for criminal business, were commenced on Monday at Clerkenwell.",Fix OCR errors in the following text:,0.7764705882352941
"-Mr. Urrutia stated that ha wenttobed n Saturday night, slept Roundly, and did not awake until -near four o'clock in the morning, when the police aroused the household, and he they found that the clothes he had been wearing were mi6sin together with the'Watch and the money in the pocket.","-Mr. Urrutia stated that he went to bed on Saturday night, slept soundly, and did not awake until near four o'clock in the morning, when the police aroused the household, and he then found that the clothes he had been wearing were missing, together with the watch and the money in the pocket.",Fix OCR errors in the following text:,0.8972602739726028
"ir. Williams saidit was , Wnistakeof his; itws'dMir.Barker-who bad made thd remark.",Mr. Williams said it was a mistake of his; it was Mr. Barker who had made the remark.,Fix OCR errors in the following text:,0.8352941176470589
