Sample ID,Date,Publication,OCR Text,Ground Truth,CER
3200812378,1893-12-16,Illustrated Police News,All it could do was to pay accentuate a charge which might be formulated foui against any individual.,All it could do was to accentuate a charge which might be formulated against any individual.,0.0978260869565217
3206232857,1869-08-15,Lloyd's Illustrated Newspaper,-witness: I believe it is customary.,-Witness: I believe it is customary.,0.0277777777777777
3200810718,1892-08-27,Illustrated Police News,"AlN INCORRIGIBLE OFFENDER. A GIRL, who on this occasion gave the name of K~ate James, but who is known under other appellations, and who was some time back forcibly rescued from the custody of Mr. Hall, the missionary, was charged, at the Bow-street Police-court, before Mr. Lushing- ton, with theft.","AN INCORRIGIBLE OFFENDER A GIRL, who on this occasion gave the name of Kate James, but who is known under other appellations, and who was some time back forcibly rescued from the custody of Mr. Hall, the missionary, was charged, at the Bow-street Police-court, before Mr. Lushington, with theft.",0.0169491525423728
3207647413,1835-10-29,Morning Chronicle,"Ift Sosanion Saturday, NOV. 4th astsioe. Tutaday. tin. IR","1st Session, Saturday, Nov. 7 4th Session, Tuesday, Dec. 1.",0.3898305084745763
3206194299,1849-11-25,Lloyd's Illustrated Newspaper,"To Mr. Hutwitz has been entrusted the task of remodelling and fitting the place, which is most uni quely finished in every minute particular.","To Mr. Hurwitz has been entrusted the task of remodeling and fitting the place, which is most uniquely finished in every minute particular.",0.0215827338129496
3206304816,1853-04-24,Lloyd's Illustrated Newspaper,"She said: About twelve o'clock on the morning of the 13ih of March I went into a shooting gallery in Murray-street, Williamson-square.","She said: About twelve o'clock on the morning of the 13th of March I went into a shooting gallery in Murray-street, Williamson-square.",0.0074626865671641
3206223815,1865-11-12,Lloyd's Illustrated Newspaper,"- The husband olthewoman rrown, whose anxiety to becoaue a w~d~i wi , it will be remnembered, led to her examination hefore the Plymouth ssgistcstes a short time since on a charge of endeavonring to cause her hus band's deatha, died at his house, in Milton-street, on ' Sunday marsine Laht.","-The husband of the woman Brown, whose anxiety to become a widow, it will be remembered, led to her examination before the Plymouth magistrates a short time since on a charge of endeavouring to cause her husband's death, died at his house, in Milton-street, on Sunday morning last.",0.1032028469750889
3200808400,1889-11-09,Illustrated Police News,"Oa the brother coming down in the E morning be went to Clsaxby to another brother, but h found tt e boy was not there.","On the brother coming down in the morning he went to Claxby to another brother, but found the boy was not there.",0.0803571428571428
3200810117,1892-02-20,Illustrated Police News,"Soon, after two o'clock on 1 Friday morning witness was awakened by the deaeased jamping onhim'hand shouting, ""I am mad, . mad I"" at the same time tearing his niehtdress. to pieces.","Soon after two o'clock on Friday morning witness was awakened by the deceased jumping on him and shouting, ""I am mad, mad!"" at the same time tearing his nightdress to pieces.",0.0804597701149425
3206314316,1856-10-05,Lloyd's Illustrated Newspaper,"He did so, and that house was a common'brotheL","He did so, and that house was a common brothel.",0.0638297872340425
3200810717,1892-08-27,Illustrated Police News,"Ile accused ar man, who he could not be certain was the prisoner, and was assaulted, thrown down, and kicked.","He accused a man, who he could not be certain was the prisoner, and was assaulted, thrown down, and kicked.",0.02803738317757
3206251983,1882-04-02,Lloyd's Illustrated Newspaper,"As an additional inducement to him to do what he reqesired, he stated that the Duke's father was his godfather.","As an additional inducement to him to do what he required, he stated that the Duke's father was his godfather.",0.0181818181818181
3200808393,1889-11-09,Illustrated Police News,Heo gave jatdgment for the plaintiff 'or the amount claimed.,He gave judgment for the plaintiff for the amount claimed.,0.0689655172413793
3200810284,1892-04-09,Illustrated Police News,"After that ber sister had been at home till about a fortnight ago, when she went off.","After that her sister had been at home till about a fortnight ago, when she went off.",0.0117647058823529
3200811239,1893-01-28,Illustrated Police News,"- He sentenced him to six months' hard ,as j ng","He sentenced him to six months' hard labour,",0.2045454545454545
3206244094,1879-03-30,Lloyd's Illustrated Newspaper,"The serjeant, on oath, positively denied ever bor- rowing a half-crown of the prisoner's father, though the latter stated that be came into his shop and asked for one, which he lent him.","The serjeant, on oath, positively denied ever borrowing a half-crown of the prisoner's father, though the latter stated that he came into his shop and asked for one, which he lent him.",0.0163043478260869
3206270727,1889-12-01,Lloyd's Illustrated Newspaper,The voung woman is respectable and has banded the communications to her husband.,The young woman is respectable and has handed the communications to her husband.,0.025
3206322590,1875-01-31,Lloyd's Illustrated Newspaper,"-SamsaeZ Jackson, a chimney-sweep, of 9, Blue Hart-court, Little Bell-alley, was summoned for assaulting Eliza Stewart.","-Samuel Jackson, a chimney-sweep, of 9, Blue Hart-court, Little Bell-alley, was summoned for assaulting Eliza Stewart.",0.0254237288135593
3200810900,1892-10-22,Illustrated Police News,"About �45 of the total amount missing was discovered by-Detective Thorley at the Palmers' coffee-house, to 'which he traced the lad Bean after his return to Lon- don.","About £45 of the total amount missing was discovered by Detective Thorley at the Palmers' coffee-house, to which he traced the lad Bean after his return to London.",0.0306748466257668
3200810212,1892-03-19,Illustrated Police News,There were two other superficial wounds on the boy's face.,There were two other superficial wounds on the boy's face.,0.0
3206223338,1865-09-10,Lloyd's Illustrated Newspaper,"The coroner then summed up, and remarked on the extraordinary occurrence of Mrs. Crow not hear- I ing the report of the gun, when - - One of the jury said -that if the deceased had only dropped the powder in loosely and not rammed the ball home tight, the noise would not be much more than a large pop-gun.","The coroner then summed up, and remarked on the extraordinary occurrence of Mrs. Crow not hearing the report of the gun, when One of the jury said, that if the deceased had only dropped the powder in loosely and not rammed the ball home tight, the noise would not be much more than a large pop-gun.",0.0335570469798657
3200811239,1893-01-28,Illustrated Police News,"Supposing, for instance, Mrs. Fral-or a lin's body had been consumed by the Daames two days tr ec after her death, the present inquiry could not have been it t, instituted.","Supposing, for instance, Mrs. Franklin's body had been consumed by the flames two days after her death, the present inquiry could not have been instituted.",0.1354838709677419
3200810896,1892-10-22,Illustrated Police News,"He was again admitted to the school infirmary, where he remained until the 15th of the same month, when it was deemed expedient to remove him to St. Thomas's Hospital, under the care of Mr. Clutton, who discovered that Carringyton was suffering from fracture of surgical neck of humerus (left).","He was again admitted to the school infirmary, where he remained until the 15th of the same month, when it was deemed expedient to remove him to St. Thomas's Hospital, under the care of Mr. Clutton, who discovered that Carrington was suffering from fracture of surgical neck of humerus (left).",0.0034129692832764
3207167129,1837-01-20,Morning Chronicle,"Catherine Mead stated that she lived at No. 10, Wells- street, Oxford-street; knew the deceased, who was a few days back in the service of Mrs. Cherton, hotier, of Oxford-street, who on Thursday last dlschaTged her because the refused to clear the snow, which tell during the late storm, from the roof of the house; since then she had procured another itt- ation, but Mrs. Chertos refused to zive her acharacter, and the pani-is she had enga. ei with consequently refused to take her.","Catherine Mead stated that she lived at No. 10, Wells street, Oxford-street; knew the deceased, who was a few days back in the service of Mrs. Cherton, hosier, of Oxford-street, who on Thursday last discharged her, because she refused to clear the snow, which fell during the late storm, from the roof of the house; since then she had procured another situation, but Mrs. Cherton refused to give her a character, and the parties she had engaged with consequently refused to take her.",0.0434782608695652
3200807889,1889-06-29,Illustrated Police News,"He, however, neglected the usual precautions of covering his face, and one of the bees entered his mouth.","He, however, neglected the usual precautions of covering his face, and one of the bees entered his mouth.",0.0
3206226941,1867-02-17,Lloyd's Illustrated Newspaper,"Mr. Williamsthen shortly addressed the court, and produced three or- four respectable wit- neses, 'who gave evidenqe that Ciocei was-at such a distance from the prosecutor's residence at the time of xthe oecurrence as 'would render it impossible to pass the house-a ab the time -he was-sworn to-do so. by the apprentice.","Mr. Williams, then shortly addressed the court, and produced three or four respectable wit nesses, who gave evidence that Ciocci was at such a distance from the prosecutor's residence at the time of the occurrence as would render it impossible to pass the house at the time he was sworn to do so by the apprentice.",0.0605095541401273
3206323865,1875-08-22,Lloyd's Illustrated Newspaper,"The prosecutor at once saw that he had been entrapped, and the two men then took away from hirn his overcoat, which he was carrying on his arm, and his hat and umbrella, and the male prisoner then told the prosecutor that he must do what they required, or' murder would be committed.","The prosecutor at once saw that he had been entrapped, and the two men then took away from him his overcoat, which he was carrying on his arm, and his hat and umbrella, and the male prisoner then told the prosecutor that he must do what they required, or murder would be committed.",0.0106761565836298
3206190488,1847-05-23,Lloyd's Illustrated Newspaper,"The skull of each was beaten to pieces, the jaws driven in, throats cut, the arms of the two females fractured, and the fingers broken to pieces, as if the arms and hands had in vain been raised to protect the head from the fear- ful blows of the inhuman wretches.","The skull of each was beaten to pieces, the jaws driven in, throats cut, the arms of the two females fractured, and the fingers broken to pieces, as if the arms and hands had in vain been raised to protect the head from the fearful blows of the inhuman wretches.",0.0076335877862595
3206325269,1876-04-02,Lloyd's Illustrated Newspaper,"A tributary of the Blakewater runs close bv where the body was found, and it is supposed that the villain, after doing his ""bbutchering ""work with a hatchet, washed the body in the stream.","A tributary of the Blake-water runs close by where the body was found, and it is supposed that the villain, after doing his ""butchering ""work with a hatchet, washed the body in the stream.",0.0159574468085106
3206321007,1874-05-24,Lloyd's Illustrated Newspaper,"When the police, at the instigation of the neighbours, broke into the house on Monday morning, they found that the mad drunkard had carried out his awful threats to the letter.","When the police, at the instigation of the neighbours, broke into the house on Monday morning, they found that the mad drunkard had carried out his awful threats to the letter.",0.0
3206245031,1879-08-10,Lloyd's Illustrated Newspaper,"It was iisipossible for hishs to say what would be the otiect of this recaostniendaltion, but all lie could say was that hie avoild litde came that it should be foruvaided to the proper quarter, wihere he had uo doubt tllat it would receive fall consi deratiom, astd every eflect consitnelt with the interests of justice would be given to it; but he could notholhs out any hope to her that the recorsmuesdaltios wosild be attendesh with anly effect as rerarded tle selstence he wias bound tSc vass upon her.","It was impossible for him to say what would be the effect of this recommendation, but all he could say was that he would take care that it should be forwarded to the proper quarter, where he had no doubt that it would receive full consideration, and every effect consistent with the interests of justice would be given to it; but he could not hold out any hope to her that the recommendation would be attended with any effect as regarded the sentence he was bound to pass upon her.",0.133056133056133
3200797034,1882-05-27,Illustrated Police News,". A I I . 1 _ I I _ - -__s _ -__ OT Saturday, at the Croydofi petty sessions, Percy Davis, alias Gordon, a clerk, and Robert Everett, alias Davenport (two fashionably-attired young mneo, 'of 47 Auicknlad-roid, Vauxhall), and Elizabeth Wil- liams, described t a ageniral servant, wiei charged on 'remand with being concerned togetlhir in stealing from the diwellifi-hoilse, .3 Pcior-terrace'St. Janiel's- road, Croydon, since October, 1S81, toiv. gold chains, two diamond rings, two cameo brooches, two gold seals, three gold pins, some silver forks and spoons, and about �20 in silver money, the property of Mary Ann Cosens, valued altogether at about �50 and Robert Everett, father of the prisoner of that name, was ctlarged with receiving the property well knoiving it to have been' stolen, and he wvas further charged with uinlawefully pledging tile same.","ON Saturday, at the Croydon petty sessions, Percy Davis, alias Gordon, a clerk, and Robert Everett, alias Davenport (two fashionably-attired young men, of 47 Auckland-road, Vauxhall), and Elizabeth Williams described as a general servant, were charged on remand with being concerned together in stealing from the dwelling-house, 3 Prior-terrace, St. James's road, Croydon, since October 1881, two gold chains, two diamond rings, two cameo brooches, two gold seals, three gold pins, some silver forks and spoons, and about £20 in silver money, the property of Mary Ann Cosens, valued altogether at about £50; and Robert Everett, father of the prisoner of that name, was charged with receiving the property well knowing it to have been stolen, and he was further charged with unlawfully pledging the same.",0.1095890410958904
3206201409,1852-10-31,Lloyd's Illustrated Newspaper,"When asked by the magistrate present whether she could recognize the person who had committed the outrage upon her, she, after much difficulty and pain, her sight being injured, exclaimed in a terrified tone, "" Oh, yes, yes; there he stands (pointing to the prisoner). Pray don't let him come near me. He thought he had murdered me; he left me for dead.""","When asked by the magistrate present whether she could recognize the person who had committed the outrage upon her, she, after much difficulty and pain, her sight being injured, exclaimed in a terrified tone, ""Oh, yes, yes; there he stands (pointing to the prisoner). Pray don't let him come near me. He thought he had murdered me; he left me for dead.""",0.0028328611898017
3200811642,1893-05-20,Illustrated Police News,"KILeLING A Nzw-BoRN CHILD,",KILLING A NEW-BORN CHILD.,0.2
3206239287,1872-05-05,Lloyd's Illustrated Newspaper,1 THE BAKERS AND THE SUOkE ACT.,THE BAKERS AND THE SMOKE ACT.,0.1379310344827586
3206211444,1861-06-23,Lloyd's Illustrated Newspaper,He thought both the prisoner and complainant had been drink- ing.,He thought both the prisoner and complainant had been drinking.,0.0317460317460317
3206245031,1879-08-10,Lloyd's Illustrated Newspaper,"-The evidence established these facts, but Dr. Berry, the surgeon who examined the bodv of the child, after expressing an opinioh that death was caused by the injury to the head, said he would not undertake to say positively that the wound might not have been caused by a blow or a fall immediately after death.","–The evidence established these facts, but Dr. Berry, the surgeon who examined the body of the child, after expressing an opinion that death was caused by the injury to the head, said he would not undertake to say positively that the wound might not have been caused by a blow or a fall immediately after death.",0.0096463022508038
3200810314,1892-04-23,Illustrated Police News,"Glover was discharged, but Delourney was sentenced, to three months' hard Iabour.","Glover was discharged, but Delourney was sentenced, to three months' hard labour.",0.0123456790123456
3206211275,1861-05-26,Lloyd's Illustrated Newspaper,The body awaits an inquest before ir. Humnphreys.,The body awaits an inquest before Mr. Humphreys.,0.0416666666666666
3206225571,1866-07-22,Lloyd's Illustrated Newspaper,SINGIULA CHARGE OF ROBBERY.,SINGULAR CHARGE OF ROBBERY.,0.074074074074074
3202426393,1858-07-25,The Era,"Idlr' Nice, the veterinary surgeon of the market, stated that his attention had been called by the previous witness to the horses in question, and he found them both glsiidnred, one of them badly so.","Mr. Nice, the veterinary surgeon of the market, stated that his attention had been called by the previous witness to the horses in question, and he found them both glandered, one of them badly so.",0.0408163265306122
3200797034,1882-05-27,Illustrated Police News,Detec- tive Forster vas thien called to prove the arrest of the elder Everett.,Detective Forster was then called to prove the arrest of the elder Everett.,0.0533333333333333
3200810958,1892-11-05,Illustrated Police News,"Acording- tlo the evidence the prisoner obtained jewellery, giving references to professional nien w-ell ]known in the town, and then pawned it.","According to the evidence the prisoner obtained jewellery, giving references to professional men well known in the town, and then pawned it.",0.05
3206247955,1880-09-19,Lloyd's Illustrated Newspaper,"- Early onl Thursdaiy in-ultitli the ketch Jtilles atid Sarah, belttOgihlg to tibe ptort of Bridgwater, suddenly founidered off the Gore sands. ntear 1urulnhatn, ot th-i Somersetohire cotst, and tbe crew, consisting of William Shliartan (the captain), Henry Sharman (his brather), atid an unmarried man, atame unkoowit, were all Rrowned.","-Early on Thursday morning the ketch James and Sarah, belonging to the port of Bridgwater, suddenly foundered off the Gore sands, near Burnham, on the Somersetshire coast, and the crew, consisting of William Sharman (the captain), Henry Sharman (his brother), and an unmarried man, name unknown, were all drowned.",0.1661341853035143
3206190488,1847-05-23,Lloyd's Illustrated Newspaper,"There being other evidence of a confirmatory cha- racter forthcoming, the prisoner was remanded until Tuesday.","There being other evidence of a confirmatory character forthcoming, the prisoner was remanded until Tuesday.",0.0185185185185185
3206255777,1883-10-28,Lloyd's Illustrated Newspaper,"ie then, with great vehemence, said that be false d said that He would redeem Jerusalem, IAt 1 athe end50of the world should see His P' tlon.","He then, with great vehemence, said that the Lord had said that He would redeem Jerusalem, and that all the ends of the world should see His salvation.",0.1854304635761589
3206211275,1861-05-26,Lloyd's Illustrated Newspaper,"Pitalioo, was playing in front of her bouse, and while leaning against the railings of the area one of them gave way and the poor child wee precipitetad into the area, a height of nearly ten feet.","Pimlico, was playing in front of her house, and while leaning against the railings of the area one of them gave way and the poor child was precipitated into the area, a height of nearly ten feet.",0.041025641025641
3200797037,1882-05-27,Illustrated Police News,"The defence was, that the injuries were caused by the horse cannoning against the rail.","The defence was, that the injuries were caused by the horse cannoning against the rail.",0.0
3200810322,1892-04-23,Illustrated Police News,"I LouIsA GILL.ESir; an actress, was charged with being drunik anc riotous in Bear-sbreet, an Thursday evening.","LOUISA GILLESPIE, an actress, was charged with being drank and riotous in Bear-street, on Thursday evening.",0.1401869158878504
3206238659,1872-01-21,Lloyd's Illustrated Newspaper,-Edward Hunt said that be and Brlgg loaded Mr. Farrington's cart at Lwxn'a office,–Edward Hunt said that he and Briggs loaded Mr. Farrington's cart at LLOYD's office.,0.119047619047619
3206309556,1855-02-18,Lloyd's Illustrated Newspaper,"lhe grand total includes 3,187 offi- cers, 82,984 men, 5,622 horses, 307,825 tons of provi - sions and stores, and 199,503 tons of coals.","The grand total includes 3,187 officers, 82,984 men, 5,622 horses, 307,825 tons of provisions and stores, and 199,503 tons of coals.",0.0454545454545454
3206327837,1877-04-15,Lloyd's Illustrated Newspaper,Thiatis notasnatter of opinion.,That is not a matter of opinion.,0.15625
3200811228,1893-01-28,Illustrated Police News,"For the defence of the male n prisoner witnesses were called who swore that e Friedman duly executed the promissory note in d satisfaction of certain advances of money, which *0 Kopelwitz made to him, and that he had actually 1. been carrying on en immoral intrigue with Mrs. a Kopelwitz.","For the defence of the male prisoner witnesses were called who swore that Friedman duly executed the promissory note in satisfaction of certain advances of money, which Kopelwitz made to him, and that he had actually been carrying on an immoral intrigue with Mrs. Kopelwitz.",0.0547445255474452
3206223327,1865-09-10,Lloyd's Illustrated Newspaper,"Sam-el Congdon, police-serjeant, 16 M, an old Crimean officer, said: On Saturday evening, a little before six o'clock, I was on duty in Bermondsey- etreat, when I received information that a woman had been murdered at No. 3, White's-grounds.","Samuel Congdon, police-serjeant, 16 M, an old Crimean officer, said: On Saturday evening, a little before six o'clock, I was on duty in Bermondsey-street, when I received information that a woman had been murdered at No. 3, White's grounds.",0.0208333333333333
3200809738,1890-10-18,Illustrated Police News,"It was about a quarter to ten p.m., after tattoo.","It was about a quarter to ten p.m., after tattoo.",0.0
3200801630,1885-06-20,Illustrated Police News,Mr. Chance said if that were the case the prisoner must again be remanded.,Mr. Chance said if that were the case the prisoner must again be remanded.,0.0
3200810209,1892-03-19,Illustrated Police News,PLEA OF GUILTYt,PLEA OF GUILTY.,0.0666666666666666
3206238351,1871-12-10,Lloyd's Illustrated Newspaper,"-Davma Prowse, 21, described as a labourer, was charged with attempting to obtain It. by false pretences from Mr. W. E. Frere, of 3, King's Bench-walk, Temple, barrister-atlaw.","-Davia Prowse, 21, described as a labourer, was charged with attempting to obtain 1l. by false pretences from Mr. W. E. Frere, of 3, King's Bench-walk, Temple, barrister-at-law.",0.0225988700564971
3206269988,1889-09-01,Lloyd's Illustrated Newspaper,-Mr. D'Eyncourt committed him for trial to the London county sessions.,-Mr. D'Eyncourt committed him for trial to the London county sessions.,0.0
3206192213,1848-06-11,Lloyd's Illustrated Newspaper,"Mr. Fairclotli, who had made a post mortem examination of the body, found the coats of the stomach extensively inflamedi and traces of copper ih it.","Mr. Faircloth, who had made a post mortem examination of the body, found the coats of the stomach extensively inflamed, and traces of copper in it.",0.0272108843537414
3200810569,1892-07-09,Illustrated Police News,"I-eneirt for a doctor, but the boy died anlmrst irnniediately.","He sent a doctor, but the boy died almost immediately.",0.2962962962962963
3206257161,1884-06-08,Lloyd's Illustrated Newspaper,":TRUGGII Wi A Stogie -I RK--~ - ,",STRUGGLE WITH A BURGLAR.,0.9583333333333334
3200812533,1894-01-27,Illustrated Police News,"'""Bu~t- he has receipted the bill, !witness said.","""But he has receipted the bill,"" witness said.",0.108695652173913
3200812533,1894-01-27,Illustrated Police News,"He complained of weak- ness and pains about the heart, was given tea to drink, aid attended constantly by Mrs, Jordan until his death.","He complained of weakness and pains about the heart, was given tea to drink, and attended constantly by Mrs. Jordan until his death.",0.0303030303030303
3200810928,1892-10-29,Illustrated Police News,"'Te proseeutri., wlho is in London for en the perpose of stuldying for a college examination, said that the prisomer was between October 13th and Ithi lodging at the sameo house.","The prosecutrix, who is in London for the purpose of studying for a college examination, said that the prisoner was between October 13th and 15th lodging at the same house.",0.0872093023255814
3206327774,1877-04-08,Lloyd's Illustrated Newspaper,-Mr. Flowers: I suppose he must be a Nonconformist fishmonger (laughter).,-Mr. Flowers: I suppose he must be a Nonconformist fishmonger (laughter).,0.0
3206258241,1884-11-23,Lloyd's Illustrated Newspaper,"I don't know whether it was a hit or a kick I received, but it was either one or the other.","I don't know whether it was a hit or a kick I received, but it was either one or the other.",0.0
3206270176,1889-09-29,Lloyd's Illustrated Newspaper,"The baby was very ravenous, and though she fed it on condensed milk and other food she never seemed asif shecould satisfy it.","The baby was very ravenous, and though she fed it on condensed milk and other food she never seemed as if she could satisfy it.",0.0157480314960629
3200811985,1893-08-26,Illustrated Police News,"On a e- p Goun D of facts which had recently tranepired and B statements made by the brothers Dtvis, he was re- arreeted on the present charge.","On account of facts which had recently transpired and statements made by the brothers Davis, he was re-arrested on the present charge.",0.1119402985074626
3206323865,1875-08-22,Lloyd's Illustrated Newspaper,"The prosecutor was, of course, very much alarmed at whatwas taking place, and under the threats that were uttered he was induced to sign a paper to theeffect that he would pay the prisoners IOOl. on the 27th July.","The prosecutor was, of course, very much alarmed at what was taking place, and under the threats that were uttered he was induced to sign a paper to the effect that he would pay the prisoners 100l on the 27th July.",0.02803738317757
3200810742,1892-09-03,Illustrated Police News,"Annie Turnbull, the head mistress of the girls' school, identified the property, and she valued it at three guineas","Annie Turnbull, the head mistress of the girls' school, identified the property, and she valued it at three guineas.",0.0086206896551724
3206225730,1866-08-19,Lloyd's Illustrated Newspaper,"She then admitted bim, his brother constable, and the prisoner Shea, sad on doing so, he asked her what she had done with the black bags he had purchased from Shea.","She then admitted him, his brother constable, and the prisoner Shea, and on doing so, he asked her what she had done with the black bags he had purchased from Shea.",0.0182926829268292
3206210894,1861-04-14,Lloyd's Illustrated Newspaper,"She called at the Compasses tavern, and Mrs. Stellard no- ticed that the little creature appeared as if neglected, sand mentioned her opinion to the mother.","She called at the Compasses tavern, and Mrs. Stellard noticed that the little creature appeared as if neglected, and mentioned her opinion to the mother.",0.0196078431372549
3200811364,1893-03-04,Illustrated Police News,The appeal wac iuld therefore dismiosed with costs,The appeal was therefore dismissed with costs.,0.1739130434782608
3205295658,1839-01-27,Charter,"A report was very prevalent that the deceased had been murdered, and a great sensation was created in the neighbourhood in canse- quence.","A report was very prevalent that the deceased had been murdered, and a great sensation was created in the neighbourhood in consequence.",0.0222222222222222
3205295659,1839-01-27,Charter,'is{a QUEEN V. POSTLETaWAlTE.,THE QUEEN v. POSTLETHWAITE.,0.2962962962962963
3206261140,1886-01-31,Lloyd's Illustrated Newspaper,"Bartley was uproarious, and was turned out of the hall.","Bartley was uproarious, and was turned out of the hall.",0.0
3206223311,1865-09-10,Lloyd's Illustrated Newspaper,"He thought sometimes that he, could raise the dead and-make people fair and beauti- ful for ever.",He thought sometimes that he could raise the dead and make people fair and beautiful forever.,0.053763440860215
3200810896,1892-10-22,Illustrated Police News,"The father of the prisoner, her itrse, medical adviser, and the vicar of Upper Tooting, the locality in which she resided, -vere called to speak as to the state of the health of miss mllingworth during the period over which the offences complained of extended.","The father of the prisoner, her nurse, medical adviser, and the vicar of Upper Tooting, the locality in which she resided, were called to speak as to the state of the health of Miss Illingworth during the period over which the offences of extended.",0.0685483870967741
3200812225,1893-11-04,Illustrated Police News,The Magistrate: Been going out with her?,The Magistrate: Been going out with her?,0.0
3206268511,1889-02-03,Lloyd's Illustrated Newspaper,"Edward WIilfkinsos, butcher, was charged at Gateshead, on Monday, with the murder of Police-constable John Graham, at Wrekeuton, on Friday afternoon, by stabbing him in the breast with a knife.","Edward Wilkinson, butcher, was charged at Gateshead, on Monday, with the murder of Police-constable John Graham, at Wrekenton, on Friday afternoon, by stabbing him in the breast with a knife.",0.0209424083769633
3206327803,1877-04-15,Lloyd's Illustrated Newspaper,"Mr. Galloway and the officers of the Troedyrhiw and other collieries, at four o'clock on Thursday afternoon, after penetrating as far as possible into the colliery, beard knockings ahead of them.","Mr. Galloway and the officers of the Troedyrhiw and other collieries, at four o'clock on Thursday afternoon, after penetrating as far as possible into the colliery, beard knockings ahead of them.",0.0
3206235312,1870-08-28,Lloyd's Illustrated Newspaper,"At Worship-street police-court, on Tuesday, Mr. WVsa,7m Beed, wholesale fishmonger of Columbia. market, attended in answer to a alumrions taken out against him by the Bethnal-green vestry, charging him with having in his possession a quantity of putrid fish. with intent to sell-the same for human food.","At Worship-street police-court, on Tuesday, Mr. William Reed, wholesale fishmonger of Columbia-market, attended in answer to a summons taken out against him by the Bethnal green vestry, charging him with having in his possession a quantity of putrid fish, with intent to sell the same for human food.",0.05
3200811228,1893-01-28,Illustrated Police News,THE REMARKABLE BLACKMAILTNG CASE.,THE REMARKABLE BLACKMAILING CASE.,0.0303030303030303
3206222962,1865-07-23,Lloyd's Illustrated Newspaper,"On thefollowing day she agin followed her huaband to his breakfast, but he refused to pay for even a cup of tea for her, although she was ill and weak from want.","On the following day she again followed her husband to his breakfast, but he refused to pay for even a cup of tea for her, although she was ill and weak from want.",0.0184049079754601
3200810882,1892-10-15,Illustrated Police News,"She had occasion to go out, and when she returned she missed her con.","She had occasion to go out, and when she returned she missed her son.",0.0144927536231884
3200810790,1892-09-17,Illustrated Police News,THE POISON MYSTfley.,THE POISON MYSTERY.,0.2105263157894736
3200810649,1892-08-06,Illustrated Police News,The prisoner was sent enced to death.,The prisoner was sentenced to death.,0.0277777777777777
3206202140,1858-02-14,Lloyd's Illustrated Newspaper,"I examined her head, and found five wounds at the back of her head, each of which was about an inch in length.","I examined her head, and found five wounds at the back of her head, each of which was about an inch in length.",0.0
3206245847,1879-11-30,Lloyd's Illustrated Newspaper,"-The inale prissner wits at cabinan, having stables in Mlontagule-m11ews, Russell-squiare, aiid the Police from information they received searching lilS place, : great quantity of property, the produce of various robberies, was discoyered.","–The male prisoner was a cabman, having stables in Montague-mews, Russell-square, and the police from information they received searching his place, a great quantity of property, the produce of various robberies, was discovered.",0.0964912280701754
3200808393,1889-11-09,Illustrated Police News,"The def rudat s id he was quite pre- } paered to iay 8bc pltaintiff �21 ls..S.,and had brougfht a; chequle xvi h huinl folr thlait sam.","The defendant said he was quite prepared to pay the plaintiff £24 1s. 8d., and had brought a cheque with him for that sum.",0.2868852459016393
3206210831,1861-03-31,Lloyd's Illustrated Newspaper,"Yesterday, Mr. W. Carter instituted an inquiry at Camberwell workhouse relative to the death of Via torine Pugb, aged twenty, an unfortunate girl, who was found drowned in the Camber well branch of the Grand Surrey canal, and whom it was feared had rt with her death from unfair means.","Yesterday, Mr. W. Carter instituted an inquiry at Camberwell workhouse relative to the death of Victoriana Pugh, aged twenty, an unfortunate girl, who was found drowned in the Camberwell branch of the Grand Surrey canal, and whom it was feared had met with her death from unfair means.",0.0280701754385964
3206197594,1851-04-06,Lloyd's Illustrated Newspaper,THE. OTHER CONVICTS UNDER SENTENCE OF DEATH.,THE OTHER CONVICTS UNDER SENTENCE OF DEATH.,0.0232558139534883
3200810958,1892-11-05,Illustrated Police News,The horses then rushed oll across Wliitconib street hut woere brought to a standstill by the stable gates of Waterloo House and Swan and Edgar's (Limited).,"The horses then rushed on across Whitcomb-street, but were brought to a standstill by the stable gates of Waterloo House and Swan and Edgar's (Limited).",0.0657894736842105
3200810602,1892-07-23,Illustrated Police News,"Prisoner had on him wax matches and a number of keys, one of them that of a safe.","Prisoner had on him wax matches and a number of keys, one of them that of a safe.",0.0
3206232847,1869-08-15,Lloyd's Illustrated Newspaper,isDUCTION AND DESERTION.,SEDUCTION AND DESERTION.,0.0833333333333333
3206191884,1848-03-26,Lloyd's Illustrated Newspaper,I knew him try to commit suicide when he was drunk.,I knew him try to commit suicide when he was drunk.,0.0
3206305008,1853-05-22,Lloyd's Illustrated Newspaper,Madame - has a mis. sion: it is to bring lone hearts together by. means of advertisements.,Madame – has a mission: it is to bring lone hearts together by means of advertisements.,0.0459770114942528
3206203527,1858-08-29,Lloyd's Illustrated Newspaper,Mrs. Horsley said that she had paid the deceased ls. for milk on the previous day.,Mrs. Horsley said that she had paid the deceased 1s. for milk on the previous day.,0.0121951219512195
3206244076,1879-03-30,Lloyd's Illustrated Newspaper,"Witness saw her sister and brought her over with hit. (Thoe feniale prisoner, oer seeing her sister etiel the court, shrielked ard fell back ill thie dlock aridsbegged to le allowed to speak to hem.)","Witness saw her sister and brought her over with him. (The female prisoner, on seeing her sister enter the court, shrieked and fell back in the dock, and begged to be allowed to speak to her.)",0.109375
