OCR Text,Ground Truth,Model Prediction,CER,WER
"On one occasion one of the s children exclaimed, "" Oh, don't, mother; oh I dont.""","On one occasion one of the children exclaimed, ""Oh, don't, mother; oh I don't.""","On one occasion one of the children exclaimed, ""Oh, don't, mother; oh I don't.""",0.0,0.0
"The prisoner. being willing to go back to the home, the charge was now dismissed by Mr. Dickinson, and. the prisoner given nupto the missionary.","The prisoner being willing to go back to the home, the charge was now dismissed by Mr. Dickinson, and the prisoner given up to the missionary.","The prisoner being willing to go back to the home, the charge was now dismissed by Mr. Dickinson, and the prisoner given nupto the missionary.",0.014084507042253521,0.07692307692307693
"In eight minutes the procession moved towardsethe scaffold, led by Marwood, followed by the convict, on either side of whom walked a prison officer.","In eight minutes the procession moved towards the scaffold, led by Marwood, followed by the convict, on either side of whom walked a prison officer.","In eight minutes the procession moved towards the scaffold, led by Marwood, followed by the convict, on either side of whom walked a prison officer.",0.0,0.0
Thus ebded a shocking tragedy..,Thus ended a shocking tragedy.,Thus caused a shocking tragedy.,0.13333333333333333,0.2
Barnett said that Ellis came Mr. back drunk. and the damage was done in their Chs abruiggles.,"Barnett said that Ellis came back drunk, and the damage was done in their struggles.","Ellis came back drunk, and the damage was done in their lives.",0.2976190476190476,0.26666666666666666
' A BAD STORY.,A SAD STORY.,A BAD STORY.,0.08333333333333333,0.3333333333333333
"Mr. J. S. Read, of No. 14, St. Mary-at-hill. said the de- ceased was his son, and the last tine lie saw him alive was -on Monday evening last, asout a quarter past six o'clock.","Mr. J. S. Read, of No. 14, St. Mary-at-hill, said the deceased was his son, and the last time he saw him alive was on Monday evening last, about a quarter past six o'clock.","Mr. J. S. Read, of No. 14, St. Mary-at-hill, said the deceased was his son, and the last time he saw him alive was on Monday evening last, as out a quarter past six o'clock.",0.011627906976744186,0.058823529411764705
She obhained some money from the magistrate.,She obtained some money from the magistrate.,She obtained some money from the magistrate.,0.0,0.0
"Dr. Neville: Fortunately the .stick fell on the thickest part of the bone, otherwise the: skall vwould have been fractured.","Dr. Neville: Fortunately, the stick fell on the thickest part of the bone, otherwise the skull would have been fractured.","Fortunately the stick fell on the thickest part of the bone, otherwise the skull would have been fractured.",0.11570247933884298,0.15
"He said if she did not go 'away he would kick her out, and would have nothing to do with her.","He said if she did not go away he would kick her out, and would have nothing to do with her.","He said if she did not go away he would kick her out, and would have nothing to do with her.",0.0,0.0
"| A horrible double murder was committed on Mon- day 1)i'lht Lt the lodge gate of Wlrestown, the seat of MIr. Hissey, J.P., Naul, county Dublin.","A horrible double murder was committed on Monday night at the lodge gate of Westtown, the seat of Mr. Hussey, J.P., Naul, county Dublin.","A horrible double murder was committed on Monday morning at the lodge gate of Wrestown, the seat of Mr. Hissey, J.P., Naul, county Dublin.",0.0661764705882353,0.125
Her throat was cut from ear to ear.,Her throat was cut from ear to ear.,Her throat was cut from ear to ear.,0.0,0.0
"Altbough these weae the only two charges ig preferred against Pcl, he is ;lso suspected of having n poisoned his mother as long ago as 1872, and of saving )n attempted the lives, in a similar muaneor, of an old in woman named Miria Mahoin ann' a girl named Eg Xug6nio Meiyer, both of whom wore at different g times in 'el's service.","Although these were the only two charges preferred against Pel, he is also suspected of having poisoned his mother as long ago as 1872, and of having attempted the lives, in a similar manner, of an old woman named Marie Mahoin and a girl named Eugénie Meyer, both of whom were at different times in Pel's service.","These are the only two charges preferred against Pcl, he is so suspected of having poisoned his mother as long ago as 1872, and of having attempted the lives, in a similar manner, of an old woman named Miria Mahoin and a girl named Emma Meiyer, both of whom wore at different times in Pcl's service.",0.08306709265175719,0.17543859649122806
"Witness called two neighbours, females, when it was agreed that a child had been born,","Witness called two neighbours, females, when it was agreed that a child had been born.","Witness called two neighbours, females, when it was agreed that a child had been born.",0.0,0.0
'His lordship ordered the E prisoner to be detained during Her Majestya pleasure.,His lordship ordered the prisoner to be detained during Her Majesty's pleasure.,His lordship ordered the prisoner to be detained during Her Majesties pleasure.,0.02531645569620253,0.08333333333333333
"W. B S.-The Infant Orpbaa asylum is the only institution. You, cannot place a child there by payment of a small sum; he must be elected by a majcrity of votes of the suboenbers",W. B S. -The Infant Orphan asylum is the only institution. You cannot place a child there by payment of a small sum; he must be elected by a majority of votes of the subscribers,-The Infant Orphan asylum is the only institution. You cannot place a child there by payment of a small sum; he must be elected by a majority of votes of the sub-committee.,0.0903954802259887,0.11428571428571428
"A surgeon was sent for, and he could not obtain any information as to what had occurred, either from Mrs. Burgess, her daughter, or the prisoner.","A surgeon was sent for, and he could not obtain any information as to what had occurred, either from Mrs. Burgess, her daughter, or the prisoner.","A surgeon was sent for, and he could not obtain any information as to what had occurred, either from Mrs. Burgess, her daughter, or the prisoner.",0.0,0.0
"-Sergearit W. Brand, of the Criminal Investigation Department, stated that, from instructions received from the previous witness, he proceeded to 5, Cornwall-mews, and there found two children sitting in the first floor front room, cryisg.","-Sergeant W. Brand, of the Criminal Investigation Department, stated that, from instructions received from the previous witness, he proceeded to 5, Cornwall-mews, and there found two children sitting in the first floor front room, crying.","-Sergeant W. Brand, of the Criminal Investigation Department, stated that, from instructions received from the previous witness, he proceeded to 5, Cornwall-mews, and there found two children sitting in the first floor front room, crying.",0.0,0.0
"In answer to the coroner, the witness said the deceased's head fell back while he was carrying him to the doctor's.","In answer to the coroner, the witness said the deceased's head fell back while he was carrying him to the doctor's.","In answer to the coroner, the witness said the deceased's head fell back while he was carrying him to the doctor's.",0.0,0.0
"A Cotesrattr BEADEoO.-Tbe Queen wsa married on Feb. 10, 1840.","A CONSTANT READER. -The Queen was married on Feb. 10, 1840.","A CHARGE OF THE Queen was married on Feb. 10, 1840.",0.2711864406779661,0.2727272727272727
"fich inflanmiable -articles proved powerful auxiliaries in feeding the flames, and in less than seven minutes after the dis- covery immense sheets of fire rolled high' into the air.","Such inflammable articles proved powerful auxiliaries in feeding the flames, and in less than seven minutes after the discovery immense sheets of fire rolled high into the air.","These inflammable articles proved powerful auxiliaries in feeding the flames, and in less than seven minutes after the discovery very immense sheets of fire rolled high into the air.",0.056818181818181816,0.07142857142857142
A- DXPR&VBD ROTHPER,A DEPRAVED MOTHER.,DROPPED ROTHPER,0.5555555555555556,1.0
There was also a large quantity of blood about the floor.,There was also a large quantity of blood about the floor.,There was also a large quantity of blood about the floor.,0.0,0.0
-Prisoner was sentenced'to five years penal servitude.,-Prisoner was sentenced to five years' penal servitude.,-Prisoner was sentenced to five years penal servitude.,0.01818181818181818,0.125
"Mr. F. H. Lewis, who appeared for the prisoner, said he bad no objection to the postponement.","Mr. F. H. Lewis, who appeared for the prisoner, said he had no objection of the postponement.","Mr. F. H. Lewis, who appeared for the prisoner, said he had no objection to the postponement.",0.021505376344086023,0.058823529411764705
"In the absence of F'. coNsr, Esq.. the official chairman, who, we regret to say, is seriously ill. Mr. RA\WLINSON, of tQueen- sKquivre prlice-office, presided.","In the absence of F. CONST, Esq., the official chairman, who, we regret to say, is seriously ill, Mr. RAWLINSON, of Queen square police-office, presided.","In the absence of F. C. WILSON, Esq., the official chairman, who, we regret to say, is seriously ill, Mr. RAWLINSON, of the Queen's Chapel police-office, presided.",0.1111111111111111,0.2
"Witness went upstairs, and saw Kent and urnle- the prisoner, White, and some others.","Witness went upstairs, and saw Kent and Hurley, the prisoner, White, and some others.","Witness went upstairs, and saw Kent and the prisoner, White, and some others.",0.09411764705882353,0.07142857142857142
"Witness, with others5 eextricated the boy.","Witness, with others, extricated the boy.","Witness, with others, extricated the boy.",0.0,0.0
"-Prisoner had obtained money from a servant and others by the same false pretences, but they declined to come forward.","-Prisoner had obtained money from a servant and others by the same false pretences, but they declined to come forward.","-Prisoner had obtained money from a servant and others by the same false pretences, but they declined to come forward.",0.0,0.0
"-Wiliam Turncck, the dock officer, was sworn * Ie said the prisoner lad been under the"" supervision 'of Dr. Smiles, the prison surgeon, dureine' the last month, and lie said that he was quite'sane..'","-William Turnock, the dock officer, was sworn: He said the prisoner had been under the supervision of Dr. Smiles, the prison surgeon, during the last month, and he said that he was quite same.","-Wiliam Turncck, the dock officer, was sworn, and said the prisoner had been under the supervision of Dr. Smiles, the prison surgeon, for the last month, and he said that he was quite ill.",0.078125,0.17647058823529413
"- -. Pffilo Serafino, 47, a baker of 5, MR- man.street, Holborn ,- and Erminie Camilo, 27, a waiter, of the saeno ad- dress, were charged at Clerkenwell police-court Testerday with being con- cerned together in defrauding the Re- venue by illicit distillation at 15, Theo- bald's-road.","Paulo Serafino, 47, a baker, of 5, Milman-street, Holborn, and Erminie Camilo, 27, a waiter, of the same address, were charged at Clerkenwell police-court yesterday with being concerned together in defrauding the Revenue by illicit distillation at 15, Theobald's-road.","Pffilo Serafino, 47, a baker of 5, M-man-street, Holborn, and Erminie Camilo, 27, a waiter, of the same dress, were charged at Clerkenwell police-court yesterday with being charged together in defrauding the Re- venue by illicit distillation at 15, Theo's-road.",0.0708955223880597,0.20512820512820512
"The party went into a publid-house, and the prisoner asked the de- ceased and her 'aunt to drink, and the- three had some lemonade and whisky, the prisoner drinking out of the same glass with the deceased.","The party went into a public-house, and the prisoner asked the deceased and her aunt to drink, and the three had some lemonade and whisky, the prisoner drinking out of the same glass with the deceased.","The party went into a publid-house, and the prisoner asked the deceased and heraunt to drink, and they three had some lemonade and whisky, the prisoner drinking out of the same glass with the deceased.",0.014925373134328358,0.1111111111111111
"Dr. Milroy urged the appointment of two additional medical officers, for the purpose of affording prompt assistance in sickness ; and also advised the board to pro. vide a suitable house or place of refuge, for the recep. tion of the inmates of such houses as might require to be thinned or emptied altogether.","Dr. Milroy urged the appointment of two additional medical officers, for the purpose of affording prompt assistance in sickness; and also advised the board to provide a suitable house or place of refuge, for the reception of the inmates of such houses as might require to be thinned or emptied altogether.","Dr. Milroy urged the appointment of two additional medical officers, for the purpose of affording prompt assistance in sickness; and also advised the board to recommend a suitable house or place of refuge, for accommodation of the inmates of such houses as might require to be thinned or emptied altogether.",0.05573770491803279,0.058823529411764705
"On Friday Mr. Coroner Hargreaves opened an inquest at Blackburn town hall on the body of the child, and which is supposed to be that of Emily Holland, aged seven years, the daughter of John Holland, mechanic, of 110, Moss-street.","On Friday Mr. Coroner Hargreaves opened an inquest at Blackburn town hall on the body of the child, and which is supposed to be that of Emily Holland, aged seven years, the daughter of John Holland, mechanic, of 110, Moss-street.","On Friday Mr. Coroner Hargreaves opened an inquest at Blackburn town hall on the body of the child, and which is supposed to be that of Emily Holland, aged seven years, the daughter of John Holland, mechanic, of 110, Moss-street.",0.0,0.0
MURDER OF A WOMAN.,MURDER OF A WOMAN.,MURDER OF A WOMAN.,0.0,0.0
"It would I be for the jury to consider what was the state of the man's le mind when he was guilty of the offence-in other words, is whether the neglect was culpable.","It would be for the jury to consider what was the state of the man's mind when he was guilty of the offence-in other words, whether the neglect was culpable.","It would be for the jury to consider what was the state of the man's mind when he was guilty of the offence-in other words, is whether the neglect was culpable.",0.01910828025477707,0.03333333333333333
MRIS. HARGMEAVES SPEAKS.,MRS. HARGREAVES SPEAKS.,MRIS. HARGMEAVES SPEAKS.,0.08695652173913043,0.6666666666666666
Mr. Hopkins committed the prisoner to take his trial at the Central Criminal Court.,Mr. Hopkins committed the prisoner to take his trial at the Central Criminal Court.,Mr. Hopkins committed the prisoner to take his trial at the Central Criminal Court.,0.0,0.0
"Tam ALLEGcI MUHRDER INWESTMiNSrtl,",THE ALLEGED MURDER IN WESTMINSTER.,THE ALLEGED MUHRDER IN WESTMINSTER.,0.029411764705882353,0.2
"lUpon the officer going into his room he found the deceased on the floor. dressed, lying on her back, dead.","Upon the officer going into his room he found the deceased on the floor, dressed, lying on her back, dead.","Upon the officer going into his room he found the deceased on the floor, dressed, lying on her back, dead.",0.0,0.0
- The evidence against Castlcberg was then resumed.,-The evidence against Castleberg was then resumed.,-The evidence against Castlenberg was then resumed.,0.02,0.14285714285714285
He was then in full health.,He was then in full health.,He was then in full health.,0.0,0.0
We wish tub'e useful to all the readers ol LrOrn's.,We wish to be useful to all the readers of LLOYD's.,We wish to be useful to all the readers of L'Orn's.,0.058823529411764705,0.09090909090909091
"'Oa -Christmmas l ther Eve the. prisoner caten to his rooms between I eec half-past seven and eightb 816lodl, and did some w~d d work, and then. satb down reading and smoking.","On Christmas Eve the prisoner came to his rooms between half-past seven and eight block, and did some odd work, and then sat down reading and smoking.","On Christmas Eve the prisoner went to his rooms between half-past seven and eight o'clock, and did some work, and then sat down reading and smoking.",0.07333333333333333,0.1111111111111111
"The prisoner was charged ci Smith indecent assault and conspiracy Nvith a man ti named Goldstein, alias Harry hoberts, to fleece ser- vant girls of their money.","The prisoner was charged with indecent assault and conspiracy with a man named Goldstein, alias Harry Roberts, to fleece servant girls of their money.","The prisoner was charged with indecent assault and conspiracy with a man named Goldstein, alias Harry Hoberts, to fleece serjeant girls of their money.",0.02,0.08333333333333333
"The foreman added a rider to their t 'f verdict to the effect that they (the jury) deeply to regretted that at present there existed no law which lie would prevent such persons, with the gross IgnorabceE by of the-prisoners, from practising surgery.","The foreman added a rider to their verdict to the effect that they (the jury) deeply regretted that at present there existed no law which would prevent such persons, with the gross ignorance of the prisoners, from practising surgery.","The foreman added a rider to their verdict to the effect that they (the jury) deeply regretted that at present there existed no law which would prevent such persons, with the gross indifference by of the prisoners, from practising surgery.",0.04291845493562232,0.05128205128205128
It was q proved that he had before been convicted of stealing d comumunication cords from carriages.,It was proved that he had before been convicted of stealing communication cords from carriages.,It was proved that he had before been convicted of stealing communication cords from carriages.,0.0,0.0
"That Mr. Davenport, the apurious plaintiff against Mr. Estall, was his nephew.","That Mr. Davenport, the spurious plaint against Mr. Estall, was his nephew.","That Mr. Davenport, the apurious plaintiff against Mr. Estall, was his nephew.",0.05333333333333334,0.16666666666666666
"OLD BAILEY, YESTERDAY.","OLD BAILEY, YESTERDAY.","OLD BAILEY, YESTERDAY.",0.0,0.0
":An inquest was' held at Llidi t, lyitty LNorth Wales, on the'.body of Wiiii'am Jones, a Ireiadoo tradesman.","–An inquest was held at Llidiart, Yysptty, North Wales, on the body of William Jones, a Tremadoc tradesman.","An inquest was held at Llidiath, North Wales, on the body of William Jones, a Swansea tradesman.",0.17757009345794392,0.2222222222222222
"* I- antiff bore ont the ststement of counsel, and added dt 'that t2he wedding wae fi:rtd to takeeplace onJuly.1ith, r..S9IM","Plaintiff bora out the statement of counsel, and added that the wedding was fired to take place on July 11th, 1892.","The plaintiff bore the name of counsel, and added that the wedding was supposed to take place on July 1st, 2018.",0.24347826086956523,0.3333333333333333
"-Edwin Barnes, a moember of the Gloucester Gordon League Baseball Club, has coIn. a 'mitted euicide by placing himself in front of a goods il 1 train near that city, the head and limbs -being com- b y pletely severed from the body.","-Edwin Barnes, a member of the Gloucester Gordon League Baseball Club, has committed suicide by placing himself, in front of a goods train near that city, the head and limbs being completely severed from the body.","-Edwin Barnes, a member of the Gloucester Gordon League Baseball Club, has committed suicide by placing himself in front of a goods train near that city, the head and limbs being immediately severed from the body.",0.03286384976525822,0.05555555555555555
"He took me to a room, No. 78, on the fourth floor, and bolting the door he pro- duced a black bag, from which he took the bonds produced, observing, "" There they are.""","He took me to a room, No. 78, on the fourth floor, and bolting the door he produced a black bag, from which he took the bonds produced, observing, ""There they are.""","He took me to a room, No. 78, on the fourth floor, and bolting the door he produced a black bag, from which he took the bonds produced, observing, ""There they are.""",0.0,0.0
"She strongly and repeatedly denied it, but, after much importunity, she said if he eou'd shut the d&or, and promise not to tell her mistress, she would tell him where the child was","She strongly and repeatedly denied it but, after much importunity, she said if he would shut the door, and promise not to tell her mistress, she would tell him where the child was.","She strongly and repeatedly denied it, but, after much importunity, she said if he'd shut the door, and promise not to tell her mistress, she would tell him where the child was.",0.03333333333333333,0.09090909090909091
"The inquest 'vas resumed on Monday before Dr. Lankester, at the Old Parr's Head tavern, Upper- street, Islington, with respect to the death of James Nevill, an infant 12 days old, whose body weas Iound on the pavement in Canonbury-placo, on Monday evening, the allegation being that the child had been stolen from its bed in the house of a woman veith whom it had been placed to nurse.","The inquest was resumed on Monday before Dr. Lankester, at the Old Parr's Head tavern, Upper-street, Islington, with respect to the death of James Nevill, an infant 12 days old, whose body was found on the pavement in Canonbury-place, on Monday evening, the allegation being that the child had been stolen from its bed in the house of a woman with whom it had been placed to nurse.","The inquest was resumed on Monday before Dr. Lankester, at the Old Parr's Head tavern, Upper street, Islington, with respect to the death of James Nevill, an infant 12 days old, whose body was found on the pavement in Canonbury-placo, on Monday evening, the allegation being that the child had been stolen from its bed in the house of a woman with whom it had been placed to nurse.",0.005249343832020997,0.04411764705882353
"On looking at the watches produced, he identified his own work.upon three of them.","On looking at the watches produced, he identified his own work upon three of them.","On looking at the watches produced, he identified his own work on three of them.",0.024390243902439025,0.06666666666666667
"She was then enceinte, and wit- ness spoke to her on the subject, but she informed her that her confinement would not take place until October, andshe only wanted the room fora week.","She was then enceinte, and witness spoke to her on the subject, but she informed her that her confinement would not take place until October, and she only wanted the room for a week.","She was then examined, and witness spoke to her on the subject, but she informed her that her confinement would not take place until October, and she only wanted the room for a week.",0.027472527472527472,0.029411764705882353
"He tola him, to, be quiet and said ha Y would tell him.",He told him to be quiet and said he would tell him.,He told him to be quiet and said he would tell him.,0.0,0.0
POiNbe-QpeCtor Daybell and other efcers. proved arreating th'e prisoners the same night.,Police-inspector Daybell and other officers proved arresting the prisoners the same night.,Prosecutor Daybell and other officers proved assaulting the prisoners the same night.,0.16666666666666666,0.16666666666666666
"-After a very careful' end elaborate sum. sning up 'by the learned Judge, the jury,,retired, but alter being 2ocked 'upifor four hours were dischargea ,withai giving n verdic&","–After a very careful and elaborate summing up by the learned Judge, the jury retired, but after being locked up for four hours were discharged without giving a verdict.","After a very careful and elaborate sumning up by the learned Judge, the jury retired, but after beingocked for up to four hours were discharged, with each giving evidence.",0.13609467455621302,0.3448275862068966
"Some time ago he knocked her down and struck her on the side of the head just after she bad been confined,",Some time ago he knocked her down and struck her on the side of the head just after she had been confined.,Some time ago he knocked her down and struck her on the side of the head just after she had been confined.,0.0,0.0
"At the same time she alleged that he had an opa: clasp-knife in his hand, aad covered her face with a white handkerchief.","At the same time she alleged that he had an open clasp-knife in his hand, and covered her face with a white handkerchief.","At the same time she alleged that he had an open clasp-knife in his hand, and covered her face with a white handkerchief.",0.0,0.0
"For the past few days a white-haired old nman bad been noticed. walking up and down Kearney-street every morning, glancing to right and left as thov gh he was watching for someone, and on Friday merning he was seen to keep his hand constantly on his hip pocket.","For the past few days a white-haired old man had been noticed walking up and down Kearney-street every morning, glancing to right and left as though he was watching for someone, and on Friday morning he was seen to keep his hand constantly on his hip pocket.","For the past few days a white-haired old man had been noticed walking up and down Kearney-street every morning, glancing to right and left as if he was watching for someone, and on Friday evening he was seen to keep his hand constantly on his hip pocket.",0.03488372093023256,0.0425531914893617
"At the Mansion-house, on Thursday,GCJAires I Martin, or Martuo, described as of 38, Southampton-row, Iolborn, but who de- clined to say of what profession, was charged on suspicion of being concerned, with other persons not in custody, in steal- ing, while in transit between London and Paris, on or about the 1st of June last, bonds of the value of about 70,0001., the property of Henry Louis Raihael, of 25, Throgmor- ton-street, stockbroker, and others; also with feloniously receiving two of the said bonds-viz., one Russian bond, No. 13,057, of the value of 1001., well knowing the same to have been stolen, the property of the said Henry Louis Raphael.","At the Mansion-house, on Thursday, Charles Martin, or Martuo, described as of 38, Southampton-row, Holborn, but who declined to say of what profession, was charged on suspicion of being concerned, with other persons not in custody, in stealing, while in transit between London and Paris, on or about the 1st of June last, bonds of the value of about 70,000l., the property of Henry Louis Raphael, of 25, Throgmorton-street, stockbroker, and others; also with feloniously receiving two of the said bonds-viz., one Russian bond, No. 13,057, of the value of 100l., well knowing the same to have been stolen, the property of the said Henry Louis Raphael.","At the Mansion-house, on Thursday, Mr. Martin, or Martuo, described as of 38, Southampton-row, Iolborn, but who refused to say of what profession, was charged on suspicion of being concerned, with other persons not in custody, in stealing, while in transit between London and Paris, on or about the 1st of June last, bonds of the value of about 70,000l., the property of Henry Louis Raphael, of 25, Throgmor-street, stockbroker, and others; also with feloniously receiving two of the said bonds-viz., one Russian bond, No. 13,057, of a value of 100l., well knowing the same to have been stolen, the property and the said Henry Louis R.",0.04153846153846154,0.06542056074766354
"It was to the effect that on the evening in question, while he was in the Star and Garter, Poland-street, his sister Lizzie came and told him that a man was hiding his sister Pops.","It was to the effect that on the evening in question, while he was in the Star and Garter, Poland-street, his sister Lizzie came and told him that a man was hiding his sister Pops.","It was to the effect that on the evening in question, while he was in the Star and Garter, Poland-street, his sister Lizzie came and told him that a man was hiding his sister Pops.",0.0,0.0
"He should fine the defendant a nominal s sum of 20s., with 2s. costs.",He should fine the defendant a nominal sum of 20s. with 2s. costs.,"He should fine the defendant a nominal sum of 20s., with 2s. costs.",0.015151515151515152,0.07692307692307693
"He was last seen alive on the night of the 2nd of January, 1863, when he went, as was usual, to take his night turn at minding the fires of the pumping-engine attached- to the colliery.","He was last seen alive on the night of the 2nd of January, 1863, when he went, as was usual, to take his night turn at minding the fires of the pumping engine attached to the colliery.","He was last seen alive on the night of the 2nd of January, 1863, when he went, as was usual, to take his night turn at minding the fires of the pumping-engine attached to the colliery.",0.005434782608695652,0.05405405405405406
Poheie-constable FRench said that the younger prisoner's bvide wag she mostesensible of all pre-osut on the occasion.,Police-constable French said that the younger prisoner's bride was the most sensible of all present on the occasion.,The constable Fench said that the younger prisoner's wife was the mostensible of all present on the occasion.,0.10344827586206896,0.3333333333333333
"The housemaid, whowasvery much alarmed, the whole of the family being from home, except- ing a little boy threw some'pails of water upon the fire, and extinguished it.","The housemaid, who was very much alarmed, the whole of the family being from home, excepting a little boy threw some pails of water upon the fire, and extinguished it.","The housemaid, who was very much alarmed, the whole of the family being from home, except a little boy threw some pails of water upon the fire, and extinguished it.",0.017964071856287425,0.03333333333333333
"- Colorado, 3 yir, 7set sb (1); Lyra c, 3 yrs, est 91b (2); Gourmet, 3 yrs, 7st (3).","–Colorado, 3 yrs, 7st 9lb (1); Lyrac, 3 yrs, 6st 9lb (2); Gourmet, 3 yrs, 7st (3).","-Colorado, 3 yrs, 7th (1); Lyra c, 3 years, 8th (2); Gourmet, 3yrs, 7st (3).",0.1951219512195122,0.5882352941176471
",to as death which occurredin a hoseNo. 39,Vine-street, St. John's, Horlydown, the police state that the house is badly ventilated, there being nohback door or window, and the arrangements being very offensive.","With reference to a death which occurred in a house, No. 32, Vine-street, St. John's, Horsleydown, the police state that the house is badly ventilated, there being no back door or window, and the arrangements being very offensive.","In regard to death which occurred in a hose No. 39, Vine-street, St. John's, Horlydown, the police state that the house is badly ventilated, there being no back door or window, and the arrangements being very offensive.",0.07391304347826087,0.15789473684210525
"The case for the crown was opened by Mir. Aspinall, who stated that the deceased, James Barton, was an engineer.employed at a colliery called Bulkhouse pit, between Ohorley and Wigan.","The case for the crown was opened by Mr. Aspinall, who stated that the deceased, James Barton, was an engineer employed at a colliery called Bulkhouse pit, between Chorley and Wigan.","The case for the crown was opened by Mr. Aspinall, who stated that the deceased, James Barton, was an engineer employed at a colliery called Bulkhouse pit, between Ohorley and Wigan.",0.005494505494505495,0.03225806451612903
"He asked for a piece of paper to write to his brother, and? taking the ri- velver frombispocket, said, ""Here's the revolver; it is labded in three cham- bers.""","He asked for a piece of paper to write to his brother, and, taking the revolver from his pocket, said, ""Here's the revolver; it is loaded in three chambers.""","He asked for a piece of paper to write to his brother, and taking the revolver from his pocket, said, ""Here's the revolver; it is labded in three chambrayers.""",0.03821656050955414,0.10344827586206896
BURGLARY.,BURGLARY.,BURGLARY.,0.0,0.0
"Mr. Wishart, of Jewin- street, City, deposed that the father of the deceased was an eminent clock manufacturer in Lenz Kirst, Black Forest, Germany.","Mr. Wishart, of Jewin-street, City, deposed that the father of the deceased was an eminent clock manufacturer in Lenz Kirst, Black Forest, Germany.","Mr. Wishart, of Jewin-street, City, deposed that the father of the deceased was an eminent clock manufacturer in Lenz Kirst, Black Forest, Germany.",0.0,0.0
"On Monday, the avenues of Clerkenwpll policecourt, shortly after the commencement of business were crowded to excess to hear a charge of attempted murder and highway robbery.","On Monday, the avenues of Clerkenwell police court, shortly after the commencement of business, were crowded to excess to hear a charge of attempted murder and highway robbery.","On Monday, the avenues of Clerkenwell policecourt, shortly after the commencement of business were crowded to excess to hear a charge of attempted murder and highway robbery.",0.011363636363636364,0.10714285714285714
He has been residing with me that time.,He has been residing with me that time.,He has been residing with me that time.,0.0,0.0
"He sent a cheque for the sum, and it was 1 paid through Lloyds'Bank, Grinstead.","He sent a cheque for the sum, and it was paid through Lloyds' Bank, Grinstead.","He sent a cheque for the sum, and it was paid through Lloyds'Bank, Grinstead.",0.01282051282051282,0.13333333333333333
"-Thie jury convicted the 1eie soner of receivinig the goods knowing those to l, stolen.",–The jury convicted the prisoner of receiving the goods knowing them to be stolen.,-The jury convicted the prisoner of receivably the goods knowing those to be stolen.,0.0975609756097561,0.21428571428571427
"AT the last sessions held at Newington, Samuel BeaL, a boy of ten, was tried and convicted of stealing �140 in bank notes from his mother, Ellen Bean.","AT the last sessions held at Newington, Samuel Beau, a boy of ten, was tried and convicted of stealing £140 in bank notes from his mother, Ellen Bean.","AT the last sessions held at Newington, Samuel Bean, a boy of ten, was tried and convicted of stealing £140 in bank notes from his mother, Ellen Bean.",0.006666666666666667,0.03571428571428571
THE CHARGES AGAINST A SURGEON-AND ACCOUCHEUSE.,"THE CHARGES AGAINST A SURGEON, AND ACCOUCHEUSE.",THE CHARGES AGAINST A SURGEON AND ACCOUCHEUSE.,0.02127659574468085,0.14285714285714285
"DeteotivE-serpgeantBrowvp, at F Divlsion, deposed that on Wednesday evening he was in a train which arrived at Migh-street, Keonsing- ton Stastlol, on its way to Kiog's Otoms.","Detective-sergeant Brown, F Division, deposed that on Wednesday evening he was in a train which arrived at High-street, Kensington Station, on its way to King's Cross.","Detective-sergeant Browder, at F Division, deposed that on Wednesday evening he was in a train which arrived at Migh-street, Keonsing-ton Stastlol, on its way to Kiog's Otoms.",0.09580838323353294,0.2692307692307692
THE JOCEEY AND THE WiDO-W.,THE JOCKEY AND THE WIDOW.,THE JOCEEY AND THE WIFE.,0.16,0.4
Let the matter he reported.,Let the matter be reported.,Let the matter he reported.,0.037037037037037035,0.2
These sessions commenced yesterday morning.,These sessions commenced yesterday morning.,These sessions commenced yesterday morning.,0.0,0.0
- EkPLOMON ON THE THAMES-.,EXPLOSION ON THE THAMES.,-EXPLOMON ON THE THAMES.,0.125,0.25
"There were several other charges of a sismilar nature against the prisoner, but as Mr. Chambers objected to their being tried by the same jury, and no otier jury was in at. tendance in consequence of there being three courts sitting, it was arranged that the other charges should stand over.","There were several other charges of a similar nature against the prisoner, but as Mr. Chambers objected to their being tried by the same jury, and no other jury was in attendance in consequence of there being three courts sitting, it was arranged that the other charges should stand over.","There were several other charges of a similar nature against the prisoner, but as Mr. Chambers objected to their being tried by the same jury, and no other jury was in attendance in consequence of there being three courts sitting, it was arranged that the other charges should stand over.",0.0,0.0
This was repeated nearly every morning during the whole time I was there.,This was repeated nearly every morning during the whole time I was there.,This was repeated nearly every morning during the whole time I was there.,0.0,0.0
"On' Thursday he ordered her to make up a bed for herself in a toom opposite his own, but she told him 'that sbe'would not do so.","On Thursday he ordered her to make up a bed for herself in a room opposite his own, but she told him that she would not do so.","On Thursday he ordered her to make up a bed for herself in a room opposite his own, but she told him that she would not do so.",0.0,0.0
"He refused to give it to him, and said he would fight for it, upon which they had an encounter, the prisoser striking at him, while he parried the blows with an umbrella which he had.","He refused to give it to him, and said he would fight for it, upon which they had an encounter, the prisoner striking at him, while he parried the blows with an umbrella which he had.","He refused to give it to him, and said he would fight for it, upon which they had an encounter, the prisoner striking at him, while he parried the blows with an umbrella which he had.",0.0,0.0
